6.851092299378547246e+00,4.488796781632082400e+00,4.695384986233980484e+00,2.504498677237108062e+00,4.429824656302838726e+00,2.912572453726289812e+00,3.118500193993002156e+00,2.952669992345409167e+00,2.972423850845971049e+00,7.688145760144932339e+00
9.763857239545611577e+00,7.427858822202678013e+00,6.370876905643019228e+00,5.421627854109980049e+00,6.746364927784997079e+00,8.390594661563975265e+00,9.825825391363599337e+00,3.787493619070865236e+00,2.124765714582607323e+00,7.596361500135143885e+00
1.603617530149469284e+00,1.133801255982852529e+00,4.014709254078450584e+00,5.348139365149431335e+00,6.859269967095908527e+00,1.926752863697339668e+00,9.227320435735705928e+00,4.041011110866699951e+00,2.931978023036468706e+00,8.759427877348159086e+00
2.214136642338742078e+00,4.504178209160589752e+00,9.629009777250844948e+00,6.962807280089506889e+00,5.315861676113916801e+00,4.249809982750264226e+00,8.697307107787459302e+00,9.582700799776569411e+00,8.355176453317564977e+00,4.857092173568854143e+00
6.332125482334242328e+00,7.496499211992228240e+00,4.833819864840341651e+00,3.946179577675765771e+00,6.005712469974979761e+00,7.882231195260098744e+00,7.051485548454321517e+00,4.847901156669438549e+00,6.536038931538696417e+00,5.402174964453854145e-01
5.129496188926093936e+00,3.789046783482788783e+00,8.356811085246229620e-01,7.563982601393411720e+00,9.746207321819808200e+00,7.637364258289147667e-01,4.086206703513388661e+00,9.184974886001818106e+00,1.695678274169187816e+00,2.962309292638424019e+00
6.896991503972442317e+00,1.073103450483481325e-01,6.419275737220542233e+00,3.429950307619517247e+00,9.969320424946443993e+00,5.253767499870524382e+00,1.299692360978920158e+00,3.616281703957819005e+00,9.950532354752240849e+00,4.349810016087522158e+00
5.378394570675393282e+00,6.332566969071766749e+00,7.241160425479409302e-01,4.886978226454852248e-01,5.115089133176043745e+00,5.294405935765178484e+00,2.199398818424812774e+00,7.563570358557686113e+00,4.387922002382282471e+00,8.290604945282270322e+00
1.024013484670583951e+00,6.640882243872207269e+00,7.641567397471140666e+00,8.516144261446092045e+00,5.804248205455530218e+00,4.037019236804088251e+00,5.933188945582124063e-01,6.425314469258930572e+00,7.481346351388968863e+00,3.232629975936640587e+00
3.691424976410351277e+00,2.575956302434657452e+00,9.593228580129016692e+00,8.383527211821162339e+00,6.566973259276117858e+00,4.827463004931038526e+00,9.150118706451573658e+00,4.138434645582287352e+00,9.114859043905847003e+00,7.292144227233434250e+00
7.514944453123321821e+00,5.441825441045215150e+00,5.317757376699264960e+00,6.998563367124011059e-01,2.053949942464247336e+00,7.057786877928907465e+00,3.366342711277093613e+00,4.129365643662223029e+00,7.283145090987042103e-01,1.550064532034272080e+00
6.381230671227403839e+00,1.265184428512964310e+00,5.186890462531057455e-01,2.381790091056966929e+00,8.405099853191368098e+00,1.907763910859309187e+00,5.461483733762662052e-01,5.764085393135739643e+00,2.062886458652214650e+00,3.721118318016880533e+00
3.805411197073719443e+00,6.468003670775509306e+00,1.987876466625277949e+00,9.557366393803283344e+00,1.616174125884450863e-01,8.124907774894374768e+00,8.200722040848351657e-01,2.165830553596931551e+00,7.158325460738671708e+00,5.537748321813891650e+00
1.804526716713381607e+00,4.944710591162432500e+00,6.355413030108954864e+00,1.258759664132850231e+00,9.570219881013215968e+00,1.992389587800393880e+00,4.514807748440594182e+00,5.244045147986597932e-02,9.166132418897060319e+00,3.258233407948388560e+00
5.572804015953725099e+00,9.023572583093548261e+00,1.562143423417965415e+00,7.789252252028156853e+00,2.968168949686535107e+00,2.046425141802006298e+00,2.353403626852066388e+00,7.377980185048851780e+00,7.368754512505138798e+00,6.707189934092686379e+00
8.472698117153763420e+00,8.692518543831274869e+00,7.177809693774030109e+00,1.376143217824212783e+00,2.269179208505613055e+00,2.664262925123438208e+00,1.694208339714490252e+00,6.203023198463490040e+00,5.454444217022585306e+00,7.046309652458009332e+00
4.069480415878049762e+00,3.476419914911187625e+00,9.618827382243402724e+00,4.677921643534826757e+00,4.146281309673276461e+00,2.505455686059403497e+00,3.783202823950599925e+00,3.488232303218538277e+00,9.064308618476388801e+00,1.032820344174296689e+00
2.162019033981543714e-01,1.739134889839537568e+00,5.215207931881950643e+00,1.960422605497303961e+00,3.185674348649800702e+00,4.685635805456001002e-02,6.213601620053185393e+00,5.404271841833736545e+00,3.809164349418505680e+00,3.227743200048796002e+00
6.885397952830450308e+00,6.697248872994201463e+00,7.304201543983842804e+00,9.340172366098778767e+00,5.882678032893507769e+00,5.045326237990276574e+00,8.907762571430206222e+00,2.079960225586146016e+00,2.488544890337349713e+00,9.021506252087593936e+00
9.909633765827788210e+00,7.192604674134653209e+00,2.419477961130857224e+00,3.111464505148981985e+00,3.780535146652286294e-01,2.834020003129053222e+00,8.728507033661706771e+00,9.345003541679629322e+00,2.754053056371135177e+00,4.911661656872658099e+00
9.609720496208925766e+00,3.032356114456968843e+00,3.678569424478488337e+00,5.655919723177613712e+00,9.344922212526311611e+00,5.659334493939565114e+00,4.804264424083811491e+00,3.184567245355650833e+00,6.803427166761277789e+00,8.901024483598671821e+00
5.399138992599982423e+00,1.183624566280240265e+00,7.422574298374998492e+00,5.569183322309090300e-01,6.634465750747466473e+00,3.540632973668647043e+00,1.453659426451701098e+00,9.093601546279838743e+00,1.359389307072538244e+00,8.996698718376839210e+00
4.100357699789574539e+00,7.478030366832061127e+00,7.633776680034431994e-01,8.386992805697801590e-01,3.211999879358697907e+00,9.289988273782034955e-01,8.618794304909062731e+00,8.678176594798582499e+00,6.314366613654044613e+00,5.644269752666453144e+00
8.647552423178378689e+00,1.574277308482345816e+00,6.689714403223434580e+00,4.323711826299437178e+00,2.978198453740784402e+00,9.241413375677176578e-01,6.324015439894377977e+00,5.087125126360073857e+00,5.882949051468942869e+00,9.534205877459311917e-01
7.172809189792344498e+00,2.251651338558655624e+00,5.231270725289497214e+00,2.169715363008527298e+00,1.543379603919939891e+00,8.771639134838784102e+00,7.946642654592645627e+00,6.660184630539274231e+00,7.496354785982402014e+00,1.424176532333986112e+00
5.741911722986974276e+00,7.819446299513260534e+00,4.763871658787854457e+00,9.930026332419764401e+00,5.581320924236124803e+00,5.835124285962351998e+00,3.947494323073365230e+00,1.569880096009813597e+00,5.629150784400317242e+00,4.019068609724806507e+00
9.905873091304870925e+00,5.311736075983701788e+00,2.929242944039481600e+00,4.325032707407365784e+00,6.692355992145200716e+00,9.442456001582121061e+00,2.403600668346590474e+00,6.497745448911949495e+00,2.550092042488838473e-01,3.361417426640604944e+00
9.537907056917518389e+00,5.440192210518647542e+00,4.809449690674943767e+00,8.766751199234285252e+00,4.975447916187397013e+00,6.805293483654452302e+00,1.709129092754864132e+00,3.336599658907766219e+00,3.758453859091959171e-01,9.681568594482548917e+00
4.798402869012640792e+00,2.018553666971458771e+00,7.854911464961277900e+00,5.559969344500639288e+00,3.141805267115893585e-01,7.236366625216306137e-01,4.381621552946915799e+00,9.464803468072823023e+00,3.933209678654873365e+00,3.166633401732665831e+00
6.799959995875014762e+00,2.957574306920328411e+00,5.322581942517581766e+00,1.295877596544876553e+00,6.663903641743007533e+00,5.408041476409767512e+00,3.040525083085867664e+00,6.793313206352538991e+00,2.141496426427254018e+00,8.795867936367926632e+00
8.873425329051061183e+00,4.627064315546314255e+00,7.605865471773580744e+00,5.146283429479595384e+00,4.725809266614339421e+00,4.751029199613086007e+00,2.988846485634246708e+00,6.697883674315878721e+00,7.373406529907791551e+00,7.602766755970353785e+00
2.670212306737174135e-01,2.241326189513125122e+00,8.750660259602081936e+00,6.167969955900176604e-01,5.549822217856583251e+00,9.836692361913767613e+00,1.982791111182763411e+00,2.885328021535108256e+00,7.262036700958073077e+00,2.265605334531521908e+00
6.429766650496385516e+00,5.741030229503812699e+00,7.908990359654115565e+00,8.204458854354152564e+00,4.149747832917981327e+00,6.202914775102543743e+00,5.697363220938209238e+00,6.817275563765589297e+00,9.455835011711533067e-01,8.456244598949039570e+00
2.190557148166281998e+00,4.251455198124872936e+00,8.093724335725934083e+00,9.405678343127968688e+00,9.280879888533788424e-01,9.520050320240557085e+00,8.902284103152813266e-01,1.668751687699838726e+00,7.317608973317310195e+00,6.855309267189159783e+00
4.192267367630925001e+00,2.407574140385046135e+00,1.991774099410827947e+00,9.771632709056516930e+00,3.561059794319225702e+00,7.273761851690409230e+00,1.704367623391086495e+00,5.032224615894257624e+00,3.303592683319600543e+00,3.812397067522816929e+00
1.490262168547430432e+00,5.952292136031300807e-01,1.175639608362035737e+00,8.763329249752008110e+00,4.090777747647238449e+00,3.585011940187599055e+00,4.272690474630391755e+00,6.275853211002010212e+00,9.115843787956050548e+00,2.008330714571968656e+00
5.646921185978528435e+00,8.570765776503600719e+00,4.565831007671239394e-01,5.545897349428638101e+00,4.099666041169387043e+00,6.969552471626451862e+00,9.749067062651917137e-01,3.789001993264081491e+00,2.700085712798712123e+00,2.080426596204528522e+00
5.015503488465982151e+00,2.573056626145682202e+00,6.629141161334927368e+00,1.901570314999356803e-01,1.376109748859027926e+00,9.810824791511043586e+00,6.819992718221376649e+00,9.840325341094654732e+00,3.272767318724697283e+00,1.581932109404246001e+00
7.119078227657427149e-01,6.672871652985457036e-01,5.674256724494214588e+00,7.624565698606033948e-02,7.198492379405765362e+00,1.277674877318403235e+00,9.927965368999400297e+00,5.111185443613600832e+00,3.931991858081834934e+00,8.029721848830051467e-01
3.949250771358800094e+00,5.238799970068174439e+00,4.575318525740660114e+00,4.141647938223474767e+00,9.317621419369999103e+00,3.391762224987302510e+00,4.921189546864055409e+00,4.067777497552098609e+00,4.888048137037825924e+00,2.306085108597314637e+00
9.027090161238689348e+00,2.435133939750943277e+00,3.219295324973559858e+00,5.500143637151198028e+00,3.105925479282728219e+00,8.851988853537690716e+00,6.435122113662435694e+00,3.823183685659033770e+00,5.697770006846390345e+00,8.291669387895566956e+00
9.509194329061180895e+00,2.604222418480649281e+00,7.784544457362483350e+00,4.768472019448749322e+00,1.081800914715991269e+00,9.892742044063794538e+00,8.824664274190968882e+00,4.214617018494274170e+00,2.477635006847151988e+00,6.360558580972793585e+00
9.136321516655221409e-01,7.035690275013356754e+00,3.346487713848667056e+00,7.255077313652382287e+00,8.518424523663782111e+00,5.203027340801661182e+00,8.497092657791530002e+00,7.248572004799278545e+00,3.868410345620988622e+00,3.314926390748388130e+00
8.687628530175073749e+00,1.841657196769712623e+00,3.367773605262379455e+00,4.588480651747955719e+00,6.228062309408255004e+00,7.391024116063279692e+00,1.626446790255816621e+00,1.472548182862301047e+00,3.897696961683544181e+00,7.042343756010791544e+00
